id,log_annual_fees,log_annual_income,occupation_cd,age_at_issue,additional_members,status,start_year,duration,term_years_12,term_years_17,term_years_22,term_years_27,term_years_32,term_years_<50,term_years_>50,marital_status_M,marital_status_S,marital_status_UNKNOWN,gender_F,gender_M,package_TYPE-A,package_TYPE-B,payment_mode_ANNUAL,payment_mode_MONTHLY,payment_mode_QUARTERLY,payment_mode_SEMI-ANNUAL
A08895,11.623602244223472,12.89920982604012,1,24,0,INFORCE,2013,0.6219178082191781,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
A08896,11.512928964964104,15.60727002719233,1,55,3,INFORCE,2013,0.6,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A08897,11.526466174376738,13.122347377276329,1,56,1,INFORCE,2013,0.6109589041095891,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08898,11.725593377881417,12.429200196716382,1,53,3,INFORCE,2013,0.6109589041095891,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08899,11.695241021746185,13.304684934198283,1,64,3,INFORCE,2013,0.6027397260273972,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08900,12.641965304621984,13.997832114758229,1,56,2,INFORCE,2013,0.6,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08901,12.22574683320579,13.592357006600064,1,43,1,INFORCE,2013,0.6027397260273972,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
A08902,11.695254021739682,12.611537753638338,0,53,2,INFORCE,2013,0.6109589041095891,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08903,11.623602244223472,13.304684934198283,0,45,0,INFORCE,2013,0.6082191780821918,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08904,11.544471805311815,14.50865373851622,0,40,1,INFORCE,2013,0.6027397260273972,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
A08905,11.725562818966129,13.815506557956274,1,45,1,INFORCE,2013,0.6082191780821918,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08906,11.532722209896166,13.017002861746503,1,52,3,INFORCE,2013,0.5232876712328767,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08907,11.698957130790236,13.815506557956274,1,60,1,INFORCE,2013,0.6027397260273972,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08908,11.96590678325578,13.304684934198283,1,30,0,INFORCE,2013,0.6082191780821918,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
A08909,11.851342238325264,13.527828485512494,1,36,2,INFORCE,2013,0.6082191780821918,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08910,11.512925464970229,12.902055800909327,1,55,0,INFORCE,2013,0.5917808219178082,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
A08911,12.4188230143469,13.815506557956274,0,54,3,INFORCE,2013,0.6027397260273972,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08912,11.537057920702036,13.384715334103772,1,30,2,CANCELLED,2013,0.5835616438356165,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
A08915,12.55672803826901,13.592357006600064,1,48,0,INFORCE,2013,0.5342465753424658,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
A08916,12.236514989372692,12.765665576061512,0,29,3,INFORCE,2013,0.6,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08917,11.695252688414794,13.592357006600064,0,52,3,INFORCE,2013,0.6027397260273972,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
A08918,11.942995572074707,13.304684934198283,0,46,3,INFORCE,2013,0.6027397260273972,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08919,11.512926464969729,12.367323771704836,0,67,0,INFORCE,2013,0.589041095890411,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A08921,11.66269679801282,13.122347377276329,1,51,3,INFORCE,2013,0.6,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08923,12.793867310400293,14.48333993053993,1,44,3,INFORCE,2013,0.589041095890411,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A08924,13.122363377404328,13.304684934198283,1,25,0,INFORCE,2013,0.589041095890411,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A08925,12.086888128257057,14.690979295318174,0,52,1,INFORCE,2013,0.589041095890411,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08926,11.729636854211403,14.603966100145072,1,42,0,INFORCE,2013,0.5917808219178082,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
A08928,12.206073345529928,12.89920982604012,1,41,2,INFORCE,2013,0.5917808219178082,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08929,11.623602244223472,13.120353358669464,1,42,0,INFORCE,2013,0.5917808219178082,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08930,11.543358351108534,12.89920982604012,0,42,3,INFORCE,2013,0.5917808219178082,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08931,11.746735922019658,13.304684934198283,1,59,3,INFORCE,2013,0.5917808219178082,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
A08932,11.725562818966129,12.89920982604012,1,48,1,INFORCE,2013,0.5917808219178082,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08934,11.700562867586418,12.611537753638338,1,49,0,INFORCE,2013,0.589041095890411,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
A08936,11.56172029579544,12.765665576061512,1,46,1,INFORCE,2013,0.589041095890411,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A08937,11.921657098835974,13.681970022440812,1,44,3,INFORCE,2013,0.589041095890411,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08938,12.36584746590206,13.304684934198283,0,56,3,INFORCE,2013,0.589041095890411,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08939,11.642819224422333,13.304684934198283,1,45,2,INFORCE,2013,0.589041095890411,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08940,11.6127723384003,14.077871745503954,0,46,2,INFORCE,2013,0.589041095890411,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08941,11.708330064310426,12.206032644730152,1,29,0,INFORCE,2013,0.589041095890411,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
A08942,11.856487083859529,12.611537753638338,1,64,3,INFORCE,2013,0.589041095890411,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08944,12.895445211186106,14.603966100145072,0,65,1,INFORCE,2013,0.5150684931506849,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
A08945,11.749661340683836,12.468406140293514,1,56,2,INFORCE,2013,0.589041095890411,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08946,12.611542120295471,13.710150042306449,0,34,2,INFORCE,2013,0.589041095890411,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A08947,13.152995680907058,14.22097566607244,1,46,0,INFORCE,2013,0.589041095890411,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08948,13.16076383115991,14.22097566607244,1,46,0,INFORCE,2013,0.589041095890411,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08949,11.542289588068844,13.304684934198283,1,56,0,INFORCE,2013,0.589041095890411,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A08950,11.543421400780444,13.384715334103772,0,49,2,INFORCE,2013,0.589041095890411,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08951,11.664479519338792,12.206032644730152,0,47,2,INFORCE,2013,0.5616438356164384,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08952,12.236504998154292,13.4588298997235,1,40,3,INFORCE,2013,0.5698630136986301,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08953,11.563018779670053,12.100712129872347,0,36,2,INFORCE,2013,0.5698630136986301,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08954,11.523990224122388,14.22097566607244,1,47,3,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08955,11.512926664969507,13.122347377276329,1,63,0,INFORCE,2013,0.5643835616438356,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08956,11.725718999167356,13.815506557956274,1,56,2,INFORCE,2013,0.5671232876712329,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08957,11.729637820405712,13.815506557956274,1,50,2,INFORCE,2013,0.5643835616438356,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08958,12.69077841668313,14.22097566607244,1,57,1,INFORCE,2013,0.5671232876712329,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08959,11.54335806010083,13.57306185559206,0,57,2,INFORCE,2013,0.5452054794520548,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08960,11.717405124382935,12.84790547884938,0,63,2,INFORCE,2013,0.5643835616438356,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08963,11.542575331026503,12.611537753638338,1,59,2,INFORCE,2013,0.5534246575342465,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08964,11.710174057165084,14.50865373851622,1,38,3,INFORCE,2013,0.5534246575342465,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08965,12.155126448792,15.687311504095875,1,52,2,INFORCE,2013,0.5534246575342465,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08966,11.51301146127244,12.89920982604012,1,51,3,INFORCE,2013,0.5616438356164384,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
A08967,11.512927464968229,13.304684934198283,1,44,1,INFORCE,2013,0.547945205479452,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A08968,11.652678363826231,13.122347377276329,1,52,2,INFORCE,2013,0.5616438356164384,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08969,11.710113959146184,12.765665576061512,0,62,2,INFORCE,2013,0.5534246575342465,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08970,11.804318443485158,13.122347377276329,1,61,2,INFORCE,2013,0.5506849315068493,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08971,11.71988890136034,12.611537753638338,0,43,2,CANCELLED,2013,0.4602739726027397,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08972,11.69548699296879,12.765665576061512,1,49,3,INFORCE,2013,0.5506849315068493,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08973,11.512926064970047,13.122347377276329,1,43,3,INFORCE,2013,0.5068493150684932,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08974,11.637940332226052,14.914122846632385,1,40,1,INFORCE,2013,0.5506849315068493,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08975,12.440431351233292,13.592357006600064,1,68,3,INFORCE,2013,0.5506849315068493,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08977,11.512925464970229,13.4588298997235,0,50,0,INFORCE,2013,0.5150684931506849,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
A08978,12.206072645530174,13.4588298997235,0,50,0,INFORCE,2013,0.5506849315068493,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
A08979,11.69513001491915,12.611537753638338,0,74,0,INFORCE,2013,0.547945205479452,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
A08980,11.54335864211615,13.122347377276329,0,47,0,INFORCE,2013,0.5424657534246575,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
A08982,11.573084943330098,13.122347377276329,0,76,0,INFORCE,2013,0.5150684931506849,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
A08983,11.695154600826832,13.815506557956274,1,45,3,INFORCE,2013,0.547945205479452,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08984,11.790555383385035,13.592357006600064,1,26,3,INFORCE,2013,0.547945205479452,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08985,11.63321300617712,13.017002861746503,1,41,3,INFORCE,2013,0.547945205479452,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A08986,11.72569862922001,13.217666284454934,1,59,1,INFORCE,2013,0.5150684931506849,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08988,12.429215436844094,13.384715334103772,1,50,0,INFORCE,2013,0.5452054794520548,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
A08989,12.388376202162126,13.815506557956274,1,60,1,INFORCE,2013,0.5424657534246575,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A08990,11.520543771837255,13.997832114758229,1,35,0,INFORCE,2013,0.5452054794520548,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A08993,11.724850483202664,13.122347377276329,0,45,1,INFORCE,2013,0.5452054794520548,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
A08994,11.63321300617712,14.151977080283446,1,39,1,INFORCE,2013,0.5424657534246575,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A08997,12.539892940288505,13.017002861746503,1,65,0,INFORCE,2013,0.5424657534246575,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A08998,11.513051457032896,15.009433026436708,0,58,0,INFORCE,2013,0.5068493150684932,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
A08999,11.534649774064388,12.89920982604012,0,43,0,INFORCE,2013,0.5424657534246575,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09000,11.695180019519585,14.22097566607244,1,45,1,INFORCE,2013,0.5342465753424658,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09001,11.925032665462934,12.89920982604012,1,36,0,INFORCE,2013,0.5315068493150685,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09002,11.695263021636183,13.304684934198283,1,60,3,INFORCE,2013,0.5287671232876713,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09003,12.323854258963324,13.384715334103772,1,43,0,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09004,11.918390239745005,13.122347377276329,0,51,0,INFORCE,2013,0.5150684931506849,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A09005,12.641893907813238,13.304684934198283,0,45,0,INFORCE,2013,0.5232876712328767,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
A09006,11.71141125708668,12.611537753638338,0,19,0,INFORCE,2013,0.5315068493150685,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
A09007,11.512925464970229,12.644314673152277,0,48,0,INFORCE,2013,0.5315068493150685,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A09008,12.1651868989778,13.592357006600064,1,60,1,INFORCE,2013,0.5260273972602739,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
A09009,11.512928864964447,13.4588298997235,1,30,1,INFORCE,2013,0.5041095890410959,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
A09010,12.20607134552933,13.122347377276329,1,49,1,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09012,11.697526671387374,12.206032644730152,1,57,3,INFORCE,2013,0.5150684931506849,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09013,11.81302983519832,12.611537753638338,1,58,1,INFORCE,2013,0.5232876712328767,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
A09014,11.532779855632544,13.017002861746503,1,73,1,CANCELLED,2013,0.3753424657534246,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
A09015,12.206072245530091,15.747031969567487,1,42,1,INFORCE,2013,0.5260273972602739,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A09017,11.512925464970229,12.676051274463404,0,41,3,INFORCE,2013,0.5123287671232877,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A09019,11.512926464969729,13.122347377276329,0,43,0,INFORCE,2013,0.5232876712328767,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
A09020,12.36733913355045,11.695247021764184,0,67,2,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09021,11.532579845984351,13.122347377276329,1,50,3,INFORCE,2013,0.5232876712328767,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A09022,11.628198687011055,13.304684934198283,1,30,2,INFORCE,2013,0.5232876712328767,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09023,11.62828913186838,11.98290409390346,1,29,1,INFORCE,2013,0.5232876712328767,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A09025,11.521226912409526,13.4588298997235,0,28,2,INFORCE,2013,0.5150684931506849,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
A09026,11.733239336514217,13.122347377276329,0,43,3,INFORCE,2013,0.5150684931506849,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
A09027,11.695247021764184,12.517227074167096,1,45,1,INFORCE,2013,0.5150684931506849,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A09028,12.487479633255276,11.695247021764184,0,67,3,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09029,11.6421956038354,15.60727002719233,0,63,1,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09030,11.72557446056778,14.285511687206885,1,36,1,INFORCE,2013,0.5150684931506849,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09031,11.695255021732184,13.592357006600064,0,30,0,CANCELLED,2013,0.4164383561643835,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
A09033,11.54335786609565,14.22097566607244,1,48,0,INFORCE,2013,0.5123287671232877,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A09036,11.736069016284436,12.765665576061512,1,24,0,INFORCE,2013,0.5123287671232877,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A09037,12.429216156844385,14.085009311332364,1,37,1,INFORCE,2013,0.5150684931506849,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
A09038,12.206074645528174,14.914122846632385,1,54,0,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09039,11.736069016284436,12.44505804944167,1,46,3,INFORCE,2013,0.5068493150684932,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A09040,11.512929664961408,13.122347377276329,0,54,2,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09041,11.513125444972896,14.73179968983715,0,36,2,INFORCE,2013,0.5041095890410959,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A09042,11.642819224422333,13.304684934198283,1,44,1,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09043,12.118380837099568,14.690979295318174,1,34,0,INFORCE,2013,0.5095890410958904,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09045,11.897697949853304,12.206032644730152,0,33,2,INFORCE,2013,0.5068493150684932,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A09046,11.577776531010551,13.304684934198283,0,52,0,INFORCE,2013,0.5095890410958904,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09047,12.699258753785887,14.603966100145072,0,62,2,INFORCE,2013,0.5095890410958904,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
A09048,11.642819224422333,13.997832114758229,1,47,2,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09049,11.637940332226052,14.50865373851622,1,41,3,INFORCE,2013,0.5041095890410959,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09050,11.582962591033532,12.793859310432293,1,27,1,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09051,11.542483684687332,13.304684934198283,1,49,0,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09052,11.563550516133,13.527828485512494,1,54,3,INFORCE,2013,0.5095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09053,11.512929764960983,13.710150042306449,0,56,1,INFORCE,2013,0.5068493150684932,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09054,11.695251355088129,13.710150042306449,0,56,3,INFORCE,2013,0.5068493150684932,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09055,11.695156017623432,13.304684934198283,0,44,1,INFORCE,2013,0.5068493150684932,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09056,11.52287351859308,13.4588298997235,1,53,0,INFORCE,2013,0.5068493150684932,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09057,12.649154841928722,14.914122846632385,0,71,0,INFORCE,2013,0.5068493150684932,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09062,11.512925464970229,12.765665576061512,1,53,2,INFORCE,2013,0.5041095890410959,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A09064,13.745370768303763,13.864300722133706,0,33,3,INFORCE,2013,0.5041095890410959,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
A09065,11.512925464970229,12.89920982604012,0,38,1,INFORCE,2013,0.5041095890410959,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A09066,12.145122558255602,14.34613410313302,1,51,2,INFORCE,2013,0.5041095890410959,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09067,12.429219716838189,14.50865373851622,0,55,0,INFORCE,2013,0.5041095890410959,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
A09068,12.259613412458204,12.043506656101568,0,47,3,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09071,12.611538220304896,12.429200196716382,0,65,0,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09072,12.899219926090112,13.592357006600064,1,30,3,INFORCE,2013,0.4493150684931506,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
A09073,11.623602244223472,12.89920982604012,0,29,3,INFORCE,2013,0.5041095890410959,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09074,11.682483918773825,13.4588298997235,0,28,0,CANCELLED,2013,0.284931506849315,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
A09075,11.88730195793624,14.73179968983715,0,62,0,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
A09077,12.659824044853366,13.997832114758229,0,77,0,INFORCE,2013,0.4273972602739726,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09078,11.695255021732184,14.999933503045495,1,45,2,INFORCE,2013,0.5041095890410959,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A09079,12.429215436844094,13.384715334103772,1,50,0,INFORCE,2013,0.5041095890410959,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
A09080,11.775285575582938,13.122347377276329,0,55,0,INFORCE,2013,0.5041095890410959,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
A09081,11.695238688396127,13.122347377276329,0,57,1,INFORCE,2013,0.5041095890410959,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
A09082,12.225858802102476,13.815506557956274,0,68,0,CANCELLED,2013,0.2931506849315068,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
A09083,11.880475183619334,13.815506557956274,1,40,1,INFORCE,2013,0.4712328767123288,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09084,12.120057136136124,13.592357006600064,1,35,1,CANCELLED,2013,0.2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09085,11.512925464970229,12.89920982604012,1,50,3,INFORCE,2013,0.336986301369863,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A09086,12.24254921234019,13.122347377276329,1,54,3,INFORCE,2013,0.4904109589041096,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
A09087,11.692632523607209,13.592357006600064,1,55,1,INFORCE,2013,0.4904109589041096,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09088,14.007882275611715,14.800748080263665,1,30,2,INFORCE,2013,0.4465753424657534,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A09089,11.619240325096472,13.122347377276329,0,21,0,INFORCE,2013,0.4876712328767123,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
A09090,11.722725019856853,12.429200196716382,1,51,0,INFORCE,2013,0.4684931506849315,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
A09091,11.543395696394173,13.592357006600064,1,43,0,INFORCE,2013,0.4849315068493151,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
A09092,12.115638836878588,13.815506557956274,1,38,2,INFORCE,2013,0.4849315068493151,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09093,11.786504759079708,12.611537753638338,1,66,0,INFORCE,2013,0.4849315068493151,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
A09094,11.512933464938229,14.077871745503954,1,40,2,INFORCE,2013,0.4356164383561643,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A09096,11.53411184032767,13.122347377276329,0,64,3,INFORCE,2013,0.4575342465753425,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A09097,11.719779621553188,13.815506557956274,0,44,3,INFORCE,2013,0.4767123287671233,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
A09098,12.072541310048509,13.4368528977757,1,52,0,INFORCE,2013,0.4273972602739726,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09099,12.072541310048509,13.4368528977757,1,52,0,INFORCE,2013,0.4273972602739726,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
A09101,11.695252688414794,12.89920982604012,0,48,1,INFORCE,2013,0.4712328767123288,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
A09102,12.225874684590886,12.611537753638338,1,48,0,INFORCE,2013,0.4712328767123288,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
